         MJD         m       dm   uJy  duJy F  err  chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs
58251.507944 19.696897      NaN   -30    16 c    0   1.59 186.44114 12.66357  2603.92 10402.18 2.76 2.60 -27.6 -0.394    19.29 20.90 02a58251o0594c
58251.508400 19.652575      NaN     2    16 c    0   1.57 186.44114 12.66357  7553.51   729.68 2.70 2.65 -82.7 -0.403    19.39 21.06 02a58251o0595c
58251.519717 19.766969      NaN   -16    15 c    0   2.12 186.44114 12.66357  7551.30   732.26 2.75 2.66 -46.2 -0.407    19.30 20.94 02a58251o0618c
58252.452408 19.241693      NaN    25    16 c    0   2.19 186.44114 12.66357  2606.69 10395.93 2.63 2.49 -19.7 -0.403    19.59 21.22 02a58252o0456c
58252.470801 19.419021 0.227654    62    13 c    0   1.96 186.44114 12.66357  2605.92 10396.81 2.66 2.45  -2.1 -0.425    19.55 21.14 02a58252o0492c
58252.477120 19.841877      NaN   -10    14 c    0   1.97 186.44114 12.66357  7559.83   724.34 2.63 2.58 -75.9 -0.412    19.52 21.21 02a58252o0504c
58252.487082 19.696897      NaN    -9    16 c    0   1.18 186.44114 12.66357  2606.04 10398.45 2.75 2.51  -6.9 -0.417    19.38 21.01 02a58252o0523c
58252.490621 19.197966      NaN    28    16 c    0   1.41 186.44114 12.66357  7558.87   725.90 2.66 2.63 -77.6 -0.414    19.48 21.11 02a58252o0530c
58252.501284 19.351140      NaN     3    21 c    0   1.37 186.44114 12.66357  2604.77 10399.41 2.70 2.46  -2.5 -0.421    19.32 20.85 02a58252o0550c
58252.503924 19.696897      NaN   -23    16 c    0   1.48 186.44114 12.66357  7555.20   727.49 2.67 2.64 -85.7 -0.414    19.37 20.93 02a58252o0555c
58252.517312 19.401649      NaN   -44    21 c    0   1.28 186.44114 12.66357  7570.47   731.60 2.74 2.63 -43.8 -0.416    19.26 20.79 02a58252o0580c
58253.257276 16.776451      NaN   176   177 c    0   0.24 186.44114 12.66357  7834.09    37.78 2.91 2.87  76.8 -0.389    19.59 21.39 02a58253o0015c
58253.260977 18.142010      NaN   -97    67 c    0   1.03 186.44114 12.66357  2899.77  9694.46 2.92 2.84 -58.3 -0.423    17.81 19.60 02a58253o0023c
58253.263730 18.640491      NaN    43    28 c    0   1.98 186.44114 12.66357  7889.29    58.67 2.86 2.68  60.0 -0.423    19.26 21.05 02a58253o0029c
58253.268375 18.990530      NaN    26    22 c    0   2.42 186.44114 12.66357  2879.37  9714.24 3.05 2.96  37.3 -0.417    19.02 20.97 02a58253o0039c
58255.394375 19.696897      NaN     6    14 c    0   2.01 186.44114 12.66357  1367.43 10175.10 2.74 2.56   6.3 -0.415    19.57 21.50 02a58255o0099c
58255.400268 19.454622      NaN    -2    20 c    0   1.68 186.44114 12.66357  6311.61   482.84 2.78 2.53  45.7 -0.427    19.46 21.35 02a58255o0111c
58255.405455 19.089302      NaN    24    20 c    0   1.59 186.44114 12.66357  1349.89 10134.81 2.64 2.50  -3.6 -0.431    19.07 20.87 02a58255o0122c
58255.411395 18.978793      NaN    -7    31 c    0   1.79 186.44114 12.66357  6293.89   441.17 2.68 2.49  44.1 -0.430    18.59 20.37 02a58255o0134c
58259.360075 19.454622      NaN   -62    20 c    0   2.12 186.44114 12.66357  4215.59 10038.26 2.76 2.63 -35.5 -0.412    19.38 20.79 02a58259o0039c
58259.366625 18.720295      NaN    43    25 c    0   1.82 186.44114 12.66357  9215.43   373.01 2.83 2.65  40.3 -0.396    19.42 20.87 02a58259o0051c
58259.371657 19.302877      NaN   -45    23 c    0   1.67 186.44114 12.66357  4196.24  9998.28 2.76 2.66 -33.6 -0.415    19.39 20.80 02a58259o0061c
58259.378852 19.076453      NaN    28    19 c    0   2.58 186.44114 12.66357  4253.85 10077.63 2.93 2.73  -0.1 -0.433    19.35 20.80 02a58259o0074c
58259.379764 19.287255      NaN     4    22 c    0   1.98 186.44114 12.66357  9197.19   332.30 2.88 2.67  44.3 -0.401    19.41 20.87 02a58259o0076c
58259.392224 19.128787      NaN   -54    27 c    0   1.56 186.44114 12.66357  9254.26   411.69 3.07 2.87  37.0 -0.403    19.35 20.87 02a58259o0103c
58259.393138 19.351140      NaN   -23    22 c    0   1.86 186.44114 12.66357  4274.01  9956.93 2.96 2.81  -6.3 -0.436    19.28 20.79 02a58259o0105c
58259.399308 19.226921 0.337459    74    23 c    0   1.37 186.44114 12.66357  9276.41   292.02 3.10 2.78  38.5 -0.390    19.34 20.87 02a58259o0117c
58279.354673 19.128787      NaN    33    16 c    0   2.59 186.44114 12.66357  4137.73  9895.40 2.74 2.56 -47.5 -0.414    19.45 21.19 02a58279o0238c
58279.358778 19.569016      NaN    -1    18 c    0   2.14 186.44114 12.66357  9138.16   232.49 2.76 2.62  37.3 -0.386    19.49 21.27 02a58279o0246c
